id,equipment_id,sensor_id,alert_type,severity,title,description,confidence,suggested_action,status,created_at,resolved_at,site_id,correlation_group,related_alert_count,tenant_id,i18n,dedup_key,occurrence_count,first_seen_at,last_seen_at,escalated_from,suppressed,suppression_reason,detection_metadata,correlation_id,correlation_role
1948,73,,Statistical Analysis,MEDIUM,Yokogawa VT-306泵维护警报,根据统计分析，Yokogawa VT-306泵的峰度值为38.78，超过了5.0的阈值，表明存在非高斯分布。健康指数为56.1，显示出中等的故障风险。请注意振动和轴承状态，以确保设备正常运行。,0.78,建议进行进一步的振动分析和轴承检查。请参照ISO 10816标准进行评估。,RESOLVED,2025-08-21 08:00:00+00,,,,0,b2c3d4e5-f6a7-8901-bcde-f12345678901,"{""en"": {""title"": ""Yokogawa VT-306 Pump Maintenance Alert"", ""description"": ""Statistical analysis indicates that the kurtosis value for the Yokogawa VT-306 pump is 38.78, exceeding the threshold of 5.0, suggesting a non-Gaussian distribution. The health index is 56.1, indicating a medium risk of failure. Please monitor vibration and bearing conditions to ensure proper operation."", ""suggested_action"": ""It is recommended to conduct further vibration analysis and bearing inspection. Please refer to ISO 10816 standards for evaluation.""}, ""ja"": {""title"": ""Yokogawa VT-306ポンプのメンテナンス警告"", ""description"": ""統計分析に基づき、Yokogawa VT-306ポンプの尖度は38.78で、5.0の閾値を超えており、非ガウス分布を示しています。健康指数は56.1で、中程度の故障リスクを示しています。振動とベアリングの状態に注意してください。"", ""suggested_action"": ""さらなる振動分析とベアリングの点検をお勧めします。ISO 10816基準に従って評価してください。""}, ""zh-TW"": {""title"": ""Yokogawa VT-306泵維護警報"", ""description"": ""根據統計分析，Yokogawa VT-306泵的峰度值為38.78，超過5.0的閾值，顯示存在非高斯分佈。健康指數為56.1，顯示中等故障風險。請注意振動和軸承狀態，以確保設備正常運行。"", ""suggested_action"": ""建議進行進一步的振動分析和軸承檢查。請參考ISO 10816標準進行評估。""}}",73:HIGH_KURTOSIS:2025-08-21,1,2025-08-21 08:00:00,2025-08-21 08:00:00,,f,,,,
1949,73,,Multi-Signal Correlation,HIGH,Yokogawa VT-306 Pump — Multi-Signal Correlation,"Multi-Signal Correlation: {""rule"": ""SIGNAL_DIVERGENCE"", ""severity"": ""HIGH"", ""algorithm"": ""Multi-Signal Correlation"", ""msg"": ""vel_composite/vel_composite_nde divergence r=0.035, avg_a=16.4 vs avg_b=14.8. HI=56.1"", ""confidence"": 0.82, ""computed"": {""signal_a"": ""vel_composite"", ""signal_b"": ""vel_composite_nde"", ""r"": 0.0347, ""avg_a"": 16.44, ""avg_b"": 14.82}}",0.82,请安排检查维护,RESOLVED,2025-08-21 08:00:00+00,,,,0,b2c3d4e5-f6a7-8901-bcde-f12345678901,"{""en"": {""title"": ""Yokogawa VT-306 Pump — Multi-Signal Correlation"", ""description"": ""Multi-Signal Correlation: {\""rule\"": \""SIGNAL_DIVERGENCE\"", \""severity\"": \""HIGH\"", \""algorithm\"": \""Multi-Signal Correlation\"", \""msg\"": \""vel_composite/vel_composite_nde divergence r=0.035, avg_a=16.4 vs avg_b=14.8. HI=56.1\"", \""confidence\"": 0.82, \""computed\"": {\""signal_a\"": \""vel_composite\"", \""signal_b\"": \""vel_composite_nde\"", \""r\"": 0.0347, \""avg_a\"": 16.44, \""avg_b\"": 14.82}}"", ""suggested_action"": ""Schedule inspection and maintenance""}, ""ja"": {""title"": ""Yokogawa VT-306 Pump — Multi-Signal Correlation"", ""description"": ""Multi-Signal Correlation: {\""rule\"": \""SIGNAL_DIVERGENCE\"", \""severity\"": \""HIGH\"", \""algorithm\"": \""Multi-Signal Correlation\"", \""msg\"": \""vel_composite/vel_composite_nde divergence r=0.035, avg_a=16.4 vs avg_b=14.8. HI=56.1\"", \""confidence\"": 0.82, \""computed\"": {\""signal_a\"": \""vel_composite\"", \""signal_b\"": \""vel_composite_nde\"", \""r\"": 0.0347, \""avg_a\"": 16.44, \""avg_b\"": 14.82}}"", ""suggested_action"": ""点検・メンテナンスを手配してください""}, ""zh-TW"": {""title"": ""Yokogawa VT-306 Pump — Multi-Signal Correlation"", ""description"": ""Multi-Signal Correlation: {\""rule\"": \""SIGNAL_DIVERGENCE\"", \""severity\"": \""HIGH\"", \""algorithm\"": \""Multi-Signal Correlation\"", \""msg\"": \""vel_composite/vel_composite_nde divergence r=0.035, avg_a=16.4 vs avg_b=14.8. HI=56.1\"", \""confidence\"": 0.82, \""computed\"": {\""signal_a\"": \""vel_composite\"", \""signal_b\"": \""vel_composite_nde\"", \""r\"": 0.0347, \""avg_a\"": 16.44, \""avg_b\"": 14.82}}"", ""suggested_action"": ""請安排檢查維護""}}",73:SIGNAL_DIVERGENCE:2025-08-21,1,2025-08-21 08:00:00,2025-08-21 08:00:00,,f,,,,
1950,73,,STATISTICAL_ANOMALY,HIGH,Yokogawa VT-306泵设备维护警报,检测到设备间歇性故障，55%的读数显示近零振动。根据统计异常算法，这种情况被评估为高严重性，可能影响设备的正常运行。请注意振动、轴承和速度RMS的变化，以确保符合ISO 10816标准。,0.9,建议立即检查设备状态，并进行必要的维护。请记录振动数据以便后续分析。,RESOLVED,2025-08-22 08:00:00+00,,,,0,b2c3d4e5-f6a7-8901-bcde-f12345678901,"{""en"": {""title"": ""Yokogawa VT-306 Pump Maintenance Alert"", ""description"": ""Intermittent equipment failure detected, with 55% of readings showing near-zero vibration. This condition is assessed as high severity based on the statistical anomaly algorithm and may impact normal operation. Monitor vibration, bearing, and speed RMS changes to ensure compliance with ISO 10816 standards."", ""suggested_action"": ""It is recommended to immediately check the equipment status and perform necessary maintenance. Please record vibration data for further analysis.""}, ""ja"": {""title"": ""Yokogawa VT-306ポンプのメンテナンス警告"", ""description"": ""設備に間欠的な故障が検出され、55%の読み取り値でほぼゼロの振動が記録されています。統計的異常アルゴリズムに基づき、この状況は高い深刻度と評価されています。振動、ベアリング、速度RMSの変化に注意し、ISO 10816基準を満たすようにしてください。"", ""suggested_action"": ""直ちに設備の状態を確認し、必要なメンテナンスを実施することをお勧めします。振動データを記録し、後の分析に備えてください。""}, ""zh-TW"": {""title"": ""Yokogawa VT-306泵設備維護警報"", ""description"": ""檢測到設備間歇性故障，55%的讀數顯示近零振動。根據統計異常算法，這種情況被評估為高嚴重性，可能影響設備的正常運行。請注意振動、軸承和速度RMS的變化，以確保符合ISO 10816標準。"", ""suggested_action"": ""建議立即檢查設備狀態，並進行必要的維護。請記錄振動數據以便後續分析。""}}",73:OFFLINE_DETECTED:2025-08-22,1,2025-08-22 08:00:00,2025-08-22 08:00:00,,f,,,,
1951,73,,STATISTICAL_ANOMALY,HIGH,Yokogawa VT-306泵设备维护警报,检测到设备振动异常，32%的读数接近零，表明设备可能存在间歇性故障。建议根据ISO 10816标准检查轴承和振动数据，以评估设备健康指数。高置信度（0.9）表明此问题需要立即关注。,0.9,请尽快安排技术人员进行详细检查和维护。确保设备在安全状态下运行。,RESOLVED,2025-08-23 08:00:00+00,,,,0,b2c3d4e5-f6a7-8901-bcde-f12345678901,"{""en"": {""title"": ""Yokogawa VT-306 Pump Maintenance Alert"", ""description"": ""A statistical anomaly has been detected, with 32% of readings showing near-zero vibration, indicating potential intermittent failure. It is recommended to check bearings and vibration data per ISO 10816 standards to assess the equipment's health index. The high confidence level (0.9) indicates that this issue requires immediate attention."", ""suggested_action"": ""Please arrange for a technician to conduct a detailed inspection and maintenance as soon as possible. Ensure the equipment operates in a safe condition.""}, ""ja"": {""title"": ""Yokogawa VT-306ポンプのメンテナンス警告"", ""description"": ""設備の振動に異常が検出され、32％の読み取り値がほぼゼロであることから、間欠的な故障の可能性があります。ISO 10816に基づいてベアリングと振動データを確認し、設備の健康指数を評価することをお勧めします。高い信頼度（0.9）がこの問題の緊急性を示しています。"", ""suggested_action"": ""技術者による詳細な点検とメンテナンスを早急に手配してください。設備が安全な状態で運転されていることを確認してください。""}, ""zh-TW"": {""title"": ""Yokogawa VT-306泵設備維護警報"", ""description"": ""檢測到設備振動異常，32%的讀數接近零，顯示設備可能存在間歇性故障。建議根據ISO 10816標準檢查軸承和振動數據，以評估設備健康指數。高置信度（0.9）表明此問題需要立即關注。"", ""suggested_action"": ""請儘快安排技術人員進行詳細檢查和維護。確保設備在安全狀態下運行。""}}",73:OFFLINE_DETECTED:2025-08-23,1,2025-08-23 08:00:00,2025-08-23 08:00:00,,f,,,,
1952,73,,Multi-Signal Correlation,HIGH,Yokogawa VT-306泵维护警报,检测到多信号相关性偏差，信号a（vel_composite）与信号b（vel_composite_nde）之间的相关系数为r=-0.033，平均值分别为16.7和14.7。健康指数为72.3，表明设备可能存在潜在问题。请根据ISO 10816标准进行进一步评估。,0.82,建议立即检查泵的振动和轴承状态，以防止故障发生。,RESOLVED,2025-08-24 08:00:00+00,,,,0,b2c3d4e5-f6a7-8901-bcde-f12345678901,"{""en"": {""title"": ""Yokogawa VT-306 Pump Maintenance Alert"", ""description"": ""A multi-signal correlation divergence has been detected. The correlation coefficient between signal a (vel_composite) and signal b (vel_composite_nde) is r=-0.033, with average values of 16.7 and 14.7 respectively. The health index is 72.3, indicating potential issues with the equipment. Please conduct further evaluation according to ISO 10816 standards."", ""suggested_action"": ""It is recommended to immediately check the pump's vibration and bearing condition to prevent failure.""}, ""ja"": {""title"": ""Yokogawa VT-306ポンプのメンテナンス警告"", ""description"": ""多信号相関の偏差が検出されました。信号a（vel_composite）と信号b（vel_composite_nde）の相関係数はr=-0.033で、平均値はそれぞれ16.7と14.7です。健康指数は72.3であり、設備に潜在的な問題がある可能性を示しています。ISO 10816に基づいてさらなる評価を行ってください。"", ""suggested_action"": ""ポンプの振動とベアリングの状態を直ちに確認することをお勧めします。""}, ""zh-TW"": {""title"": ""Yokogawa VT-306泵維護警報"", ""description"": ""檢測到多信號相關性偏差，信號a（vel_composite）與信號b（vel_composite_nde）之間的相關係數為r=-0.033，平均值分別為16.7和14.7。健康指數為72.3，顯示設備可能存在潛在問題。請根據ISO 10816標準進行進一步評估。"", ""suggested_action"": ""建議立即檢查泵的振動和軸承狀態，以防止故障發生。""}}",73:SIGNAL_DIVERGENCE:2025-08-24,1,2025-08-24 08:00:00,2025-08-24 08:00:00,,f,,,,
1953,73,,Multi-Signal Correlation,HIGH,高严重性维护警报：Yokogawa VT-306泵,检测到多信号相关性异常，速度复合与温度之间的相关系数为r=-0.796，表明存在潜在故障风险。请注意，当前健康指数为78.4，接近警戒线。建议对泵进行详细检查，以确保其正常运行。,0.8,请立即安排技术人员进行现场检查，并根据ISO 10816标准评估设备状态。,RESOLVED,2025-08-25 08:00:00+00,,,,0,b2c3d4e5-f6a7-8901-bcde-f12345678901,"{""en"": {""title"": ""High Severity Maintenance Alert: Yokogawa VT-306 Pump"", ""description"": ""A multi-signal correlation anomaly has been detected, with a correlation coefficient of r=-0.796 between velocity composite and temperature, indicating potential failure risk. The current health index is 78.4, approaching the warning threshold. A detailed inspection of the pump is recommended to ensure proper operation."", ""suggested_action"": ""Please arrange for a technician to conduct an on-site inspection and assess the equipment status according to ISO 10816 standards.""}, ""ja"": {""title"": ""高重要度のメンテナンスアラート：Yokogawa VT-306ポンプ"", ""description"": ""多信号相関に異常が検出されました。速度複合と温度の相関係数はr=-0.796であり、潜在的な故障リスクを示しています。現在の健康指数は78.4で、警戒ラインに近づいています。ポンプの詳細な点検をお勧めします。"", ""suggested_action"": ""直ちに技術者を手配し、現場点検を実施してください。ISO 10816基準に基づいて設備の状態を評価してください。""}, ""zh-TW"": {""title"": ""高嚴重性維護警報：Yokogawa VT-306泵"", ""description"": ""檢測到多信號相關性異常，速度複合與溫度之間的相關係數為r=-0.796，顯示潛在故障風險。當前健康指數為78.4，接近警戒線。建議對泵進行詳細檢查，以確保其正常運行。"", ""suggested_action"": ""請立即安排技術人員進行現場檢查，並根據ISO 10816標準評估設備狀態。""}}",73:SIGNAL_COUPLING:2025-08-25,1,2025-08-25 08:00:00,2025-08-25 08:00:00,,f,,,,
1958,73,,Multi-Signal Correlation,HIGH,Yokogawa VT-306泵维护警报,检测到多信号相关性异常，信号'vel_composite'与'vel_composite_nde'的相关系数为r=-0.047，平均值分别为7.8与8.3。健康指数为83.4，表明设备可能存在潜在故障风险。请根据ISO 10816标准进行进一步分析。,0.82,建议立即检查泵的振动和轴承状态，以防止设备故障。,RESOLVED,2025-09-03 08:00:00+00,,,,0,b2c3d4e5-f6a7-8901-bcde-f12345678901,"{""en"": {""title"": ""Yokogawa VT-306 Pump Maintenance Alert"", ""description"": ""A multi-signal correlation anomaly has been detected. The correlation coefficient between 'vel_composite' and 'vel_composite_nde' is r=-0.047, with average values of 7.8 and 8.3 respectively. The health index is 83.4, indicating a potential risk of equipment failure. Further analysis should be conducted according to ISO standards."", ""suggested_action"": ""It is recommended to immediately check the pump's vibration and bearing condition to prevent equipment failure.""}, ""ja"": {""title"": ""Yokogawa VT-306ポンプメンテナンス警報"", ""description"": ""多信号相関に異常が検出されました。信号'vel_composite'と'vel_composite_nde'の相関係数はr=-0.047で、平均値はそれぞれ7.8と8.3です。健康指数は83.4であり、設備に潜在的な故障リスクがあることを示しています。ISO 10816に基づいてさらなる分析を行ってください。"", ""suggested_action"": ""ポンプの振動およびベアリングの状態を直ちに確認することをお勧めします。""}, ""zh-TW"": {""title"": ""Yokogawa VT-306泵維護警報"", ""description"": ""檢測到多信號相關性異常，信號'vel_composite'與'vel_composite_nde'的相關係數為r=-0.047，平均值分別為7.8與8.3。健康指數為83.4，顯示設備可能存在潛在故障風險。請根據ISO 10816標準進行進一步分析。"", ""suggested_action"": ""建議立即檢查泵的振動和軸承狀態，以防止設備故障。""}}",73:SIGNAL_DIVERGENCE:2025-09-03,1,2025-09-03 08:00:00,2025-09-03 08:00:00,,f,,,,
1959,73,,Multi-Signal Correlation,HIGH,Yokogawa VT-306泵维护警报,检测到多信号相关性偏差，信号a（vel_composite）与信号b（vel_composite_nde）之间的相关系数为0.158，平均值分别为7.7与8.5。此情况可能影响设备的运行效率，健康指数为84.5，属于高严重性警报。请根据ISO 10816标准进行进一步分析。,0.82,建议立即检查泵的振动和轴承状态，必要时进行维护或更换。,RESOLVED,2025-09-04 08:00:00+00,,,,0,b2c3d4e5-f6a7-8901-bcde-f12345678901,"{""en"": {""title"": ""Yokogawa VT-306 Pump Maintenance Alert"", ""description"": ""A multi-signal correlation divergence has been detected. The correlation coefficient between signal a (vel_composite) and signal b (vel_composite_nde) is 0.158, with average values of 7.7 and 8.5 respectively. This condition may impact the operational efficiency of the equipment, with a health index of 84.5, classified as a high severity alert. Further analysis should be conducted according to ISO 10816 standards."", ""suggested_action"": ""It is recommended to immediately check the pump's vibration and bearing condition, and perform maintenance or replacement as necessary.""}, ""ja"": {""title"": ""Yokogawa VT-306ポンプメンテナンス警報"", ""description"": ""多信号相関の偏差が検出されました。信号a（vel_composite）と信号b（vel_composite_nde）の相関係数は0.158で、平均値はそれぞれ7.7と8.5です。この状況は設備の運転効率に影響を与える可能性があり、健康指数は84.5で高い深刻度に分類されます。ISO 10816規格に基づいてさらなる分析を行ってください。"", ""suggested_action"": ""ポンプの振動とベアリングの状態を直ちに確認し、必要に応じてメンテナンスまたは交換を行うことをお勧めします。""}, ""zh-TW"": {""title"": ""Yokogawa VT-306泵維護警報"", ""description"": ""檢測到多信號相關性偏差，信號a（vel_composite）與信號b（vel_composite_nde）之間的相關係數為0.158，平均值分別為7.7與8.5。此情況可能影響設備的運行效率，健康指數為84.5，屬於高嚴重性警報。請根據ISO 10816標準進行進一步分析。"", ""suggested_action"": ""建議立即檢查泵的振動和軸承狀態，必要時進行維護或更換。""}}",73:SIGNAL_DIVERGENCE:2025-09-04,1,2025-09-04 08:00:00,2025-09-04 08:00:00,,f,,,,
1960,73,,Statistical Analysis,MEDIUM,Yokogawa VT-306泵维护警报,根据统计分析，Yokogawa VT-306泵的峰度值为14.25，超过阈值5.0，表明存在非高斯分布。健康指数为69.5，表明设备状态中等。建议进一步监测振动和轴承状态，以确保设备正常运行。,0.78,建议进行详细检查，并考虑调整操作参数以降低峰度。,RESOLVED,2025-09-05 08:00:00+00,,,,0,b2c3d4e5-f6a7-8901-bcde-f12345678901,"{""en"": {""title"": ""Yokogawa VT-306 Pump Maintenance Alert"", ""description"": ""Statistical analysis indicates a kurtosis value of 14.25 for the Yokogawa VT-306 pump, exceeding the threshold of 5.0, suggesting a non-Gaussian distribution. The health index is 69.5, indicating a medium condition of the equipment. Further monitoring of vibration and bearing conditions is recommended to ensure proper operation."", ""suggested_action"": ""It is advisable to conduct a detailed inspection and consider adjusting operational parameters to reduce kurtosis.""}, ""ja"": {""title"": ""Yokogawa VT-306ポンプのメンテナンスアラート"", ""description"": ""統計分析に基づき、Yokogawa VT-306ポンプの尖度は14.25で、閾値5.0を超えています。非ガウス分布が示され、健康指数は69.5で中程度の状態です。振動とベアリングの状態をさらに監視することをお勧めします。"", ""suggested_action"": ""詳細な点検を行い、尖度を低下させるために操作パラメータの調整を検討してください。""}, ""zh-TW"": {""title"": ""Yokogawa VT-306泵維護警報"", ""description"": ""根據統計分析，Yokogawa VT-306泵的峰度值為14.25，超過閾值5.0，顯示存在非高斯分布。健康指數為69.5，顯示設備狀態中等。建議進一步監測振動和軸承狀態，以確保設備正常運行。"", ""suggested_action"": ""建議進行詳細檢查，並考慮調整操作參數以降低峰度。""}}",73:HIGH_KURTOSIS:2025-09-05,1,2025-09-05 08:00:00,2025-09-05 08:00:00,,f,,,,
1961,73,,Multi-Signal Correlation,HIGH,Yokogawa VT-306泵维护警报,检测到多信号相关性异常，速度复合与温度之间的耦合系数为r=-0.718，超出正常范围（HI=69.5）。该情况可能影响泵的运行效率和设备健康指数，建议立即检查相关组件。,0.72,请对泵进行详细检查，特别是振动和温度传感器的状态。确保符合ISO 10816标准的要求。,RESOLVED,2025-09-05 08:00:00+00,,,,0,b2c3d4e5-f6a7-8901-bcde-f12345678901,"{""en"": {""title"": ""Yokogawa VT-306 Pump Maintenance Alert"", ""description"": ""A multi-signal correlation anomaly has been detected, with a coupling coefficient of velocity composite and temperature at r=-0.718, exceeding normal limits (HI=69.5). This situation may affect the pump's operational efficiency and overall equipment health index, and it is advised to inspect the relevant components immediately."", ""suggested_action"": ""Please conduct a thorough inspection of the pump, particularly focusing on the status of the vibration and temperature sensors. Ensure compliance with ISO 10816 standards.""}, ""ja"": {""title"": ""Yokogawa VT-306ポンプのメンテナンス警告"", ""description"": ""多信号相関に異常が検出されました。速度複合と温度の間の相関係数はr=-0.718で、正常範囲を超えています（HI=69.5）。この状況はポンプの運転効率や設備の健康指数に影響を与える可能性がありますので、関連コンポーネントの確認をお勧めします。"", ""suggested_action"": ""ポンプを詳細に点検し、特に振動および温度センサーの状態を確認してください。ISO 10816基準に準拠していることを確認してください。""}, ""zh-TW"": {""title"": ""Yokogawa VT-306泵維護警報"", ""description"": ""檢測到多信號相關性異常，速度複合與溫度之間的耦合係數為r=-0.718，超出正常範圍（HI=69.5）。此情況可能影響泵的運行效率及設備健康指數，建議立即檢查相關組件。"", ""suggested_action"": ""請對泵進行詳細檢查，特別是振動和溫度傳感器的狀態。確保符合ISO 10816標準的要求。""}}",73:SIGNAL_COUPLING:2025-09-05,1,2025-09-05 08:00:00,2025-09-05 08:00:00,,f,,,,
1962,73,,STATISTICAL_ANOMALY,HIGH,Yokogawa VT-306泵设备维护警报,检测到设备振动异常，71%的读数接近零，表明设备可能处于间歇性故障状态。建议根据ISO 10816标准检查轴承和其他关键组件的健康指数。高置信度（0.9）表明此问题需要立即关注。,0.9,请立即安排专业人员进行详细检查和维护。确保设备在安全状态下操作。,RESOLVED,2025-09-06 08:00:00+00,,,,0,b2c3d4e5-f6a7-8901-bcde-f12345678901,"{""en"": {""title"": ""Yokogawa VT-306 Pump Maintenance Alert"", ""description"": ""A statistical anomaly has been detected with the equipment, showing near-zero vibration in 71% of readings, indicating potential intermittent failure. It is recommended to check the health index of bearings and other critical components according to ISO 10816 standards. The high confidence level (0.9) suggests immediate attention is required."", ""suggested_action"": ""Please arrange for a qualified technician to conduct a thorough inspection and maintenance. Ensure the equipment operates in a safe condition.""}, ""ja"": {""title"": ""Yokogawa VT-306ポンプのメンテナンス警報"", ""description"": ""設備の振動に異常が検出され、71%の読み取り値がほぼゼロであることが示されています。これは、設備が間欠的な故障状態にある可能性を示唆しています。ISO 10816に基づき、ベアリングやその他の重要なコンポーネントの健康指数を確認することをお勧めします。"", ""suggested_action"": ""直ちに専門家による詳細な検査とメンテナンスを手配してください。設備が安全な状態で運転されていることを確認してください。""}, ""zh-TW"": {""title"": ""Yokogawa VT-306泵設備維護警報"", ""description"": ""檢測到設備振動異常，71%的讀數接近零，顯示設備可能處於間歇性故障狀態。建議根據ISO 10816標準檢查軸承及其他關鍵組件的健康指數。高置信度（0.9）顯示此問題需要立即關注。"", ""suggested_action"": ""請立即安排專業人員進行詳細檢查和維護。確保設備在安全狀態下操作。""}}",73:OFFLINE_DETECTED:2025-09-06,1,2025-09-06 08:00:00,2025-09-06 08:00:00,,f,,,,
1963,73,,STATISTICAL_ANOMALY,HIGH,Yokogawa VT-306泵设备维护警报,检测到Yokogawa VT-306泵设备处于离线状态，所有读数的振动接近零，表明设备可能存在严重故障。根据统计异常算法，置信度为0.9，建议立即进行检查。请参考ISO 10816标准进行振动分析。,0.9,请尽快安排技术人员检查设备并进行必要的维护。确保设备在重新启动前恢复正常工作状态。,RESOLVED,2025-09-07 08:00:00+00,,,,0,b2c3d4e5-f6a7-8901-bcde-f12345678901,"{""en"": {""title"": ""Yokogawa VT-306 Pump Maintenance Alert"", ""description"": ""The Yokogawa VT-306 pump has been detected as offline, with near-zero vibration readings indicating a potential severe fault. The statistical anomaly algorithm reports a confidence level of 0.9. Please refer to ISO 10816 standards for vibration analysis."", ""suggested_action"": ""Arrange for a technician to inspect the equipment and perform necessary maintenance as soon as possible. Ensure the equipment is restored to normal operating condition before restarting.""}, ""ja"": {""title"": ""Yokogawa VT-306ポンプのメンテナンス警告"", ""description"": ""Yokogawa VT-306ポンプがオフライン状態であることが検出され、すべての測定値の振動がほぼゼロであるため、深刻な故障の可能性があります。統計的異常アルゴリズムに基づき、信頼度は0.9です。振動分析にはISO 10816規格を参照してください。"", ""suggested_action"": ""技術者による迅速な点検と必要なメンテナンスを手配してください。再起動前に正常な動作状態に戻すことを確認してください。""}, ""zh-TW"": {""title"": ""Yokogawa VT-306泵設備維護警報"", ""description"": ""檢測到Yokogawa VT-306泵設備處於離線狀態，所有讀數的振動接近零，顯示設備可能存在嚴重故障。根據統計異常算法，置信度為0.9，建議立即進行檢查。請參考ISO 10816標準進行振動分析。"", ""suggested_action"": ""請盡快安排技術人員檢查設備並進行必要的維護。確保設備在重新啟動前恢復正常工作狀態。""}}",73:OFFLINE_DETECTED:2025-09-07,1,2025-09-07 08:00:00,2025-09-07 08:00:00,,f,,,,
1964,73,,STATISTICAL_ANOMALY,HIGH,Yokogawa VT-306泵设备维护警报,检测到Yokogawa VT-306泵设备处于离线状态，所有读数的振动接近零，表明设备可能存在严重故障。根据统计异常算法，置信度为0.9，建议立即检查设备的电源和连接状态，以确保其正常运行。,0.9,请尽快对设备进行检查和维护，确保其恢复正常工作。,RESOLVED,2025-09-08 08:00:00+00,,,,0,b2c3d4e5-f6a7-8901-bcde-f12345678901,"{""en"": {""title"": ""Yokogawa VT-306 Pump Maintenance Alert"", ""description"": ""The Yokogawa VT-306 pump has been detected as offline, with near-zero vibration readings indicating a potential critical failure. The statistical anomaly algorithm reports a confidence level of 0.9, suggesting an immediate check of the equipment's power and connectivity status."", ""suggested_action"": ""Please conduct an urgent inspection and maintenance of the equipment to ensure it returns to normal operation.""}, ""ja"": {""title"": ""Yokogawa VT-306ポンプのメンテナンス警告"", ""description"": ""Yokogawa VT-306ポンプがオフライン状態であることが検出されました。すべての読み取り値の振動がほぼゼロであり、深刻な故障の可能性を示しています。統計的異常アルゴリズムに基づき、信頼度は0.9ですので、設備の電源と接続状態を直ちに確認することをお勧めします。"", ""suggested_action"": ""設備の点検とメンテナンスを早急に行い、正常な運転を確保してください。""}, ""zh-TW"": {""title"": ""Yokogawa VT-306泵設備維護警報"", ""description"": ""檢測到Yokogawa VT-306泵設備處於離線狀態，所有讀數的振動接近零，顯示設備可能存在嚴重故障。根據統計異常算法，置信度為0.9，建議立即檢查設備的電源和連接狀態，以確保其正常運行。"", ""suggested_action"": ""請儘快對設備進行檢查和維護，確保其恢復正常工作。""}}",73:OFFLINE_DETECTED:2025-09-08,1,2025-09-08 08:00:00,2025-09-08 08:00:00,,f,,,,
1965,73,,STATISTICAL_ANOMALY,HIGH,Yokogawa VT-306泵设备维护警报,检测到Yokogawa VT-306泵设备离线，所有读数的振动接近零，符合统计异常算法的高严重性标准。请注意，这可能表明设备存在潜在故障，影响其性能和安全性。建议根据ISO 10816标准进行进一步的振动分析和健康指数评估。,0.9,请立即检查设备连接和电源状态，并进行必要的维护。,RESOLVED,2025-09-09 08:00:00+00,,,,0,b2c3d4e5-f6a7-8901-bcde-f12345678901,"{""en"": {""title"": ""Yokogawa VT-306 Pump Maintenance Alert"", ""description"": ""The Yokogawa VT-306 pump has been detected offline, with near-zero vibration across all readings, indicating a high severity statistical anomaly. This may suggest a potential fault in the equipment, affecting its performance and safety. Further vibration analysis and health index assessment should be conducted in accordance with ISO 10816 standards."", ""suggested_action"": ""Please check the equipment connections and power status immediately, and perform necessary maintenance.""}, ""ja"": {""title"": ""Yokogawa VT-306ポンプのメンテナンス警報"", ""description"": ""Yokogawa VT-306ポンプがオフラインであることが検出されました。すべての測定値の振動がほぼゼロであり、統計的異常アルゴリズムによる高い重大度基準に該当します。これは、設備に潜在的な故障があることを示しており、その性能と安全性に影響を与える可能性があります。ISO 10816基準に従って、さらなる振動分析と健康指数の評価を行うことをお勧めします。"", ""suggested_action"": ""設備の接続と電源状態を直ちに確認し、必要なメンテナンスを行ってください。""}, ""zh-TW"": {""title"": ""Yokogawa VT-306泵設備維護警報"", ""description"": ""偵測到Yokogawa VT-306泵設備離線，所有讀數的振動接近零，符合統計異常算法的高嚴重性標準。請注意，這可能表示設備存在潛在故障，影響其性能和安全性。建議根據ISO 10816標準進行進一步的振動分析和健康指數評估。"", ""suggested_action"": ""請立即檢查設備連接和電源狀態，並進行必要的維護。""}}",73:OFFLINE_DETECTED:2025-09-09,1,2025-09-09 08:00:00,2025-09-09 08:00:00,,f,,,,
